"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","11 Oct 2025, 13:00","11 Oct 2025, 13:05","","Triceps Extension (Dumbbell)",,"",0,"normal",5,10,,,
"Afternoon workout 💪","11 Oct 2025, 13:00","11 Oct 2025, 13:05","","Triceps Extension (Dumbbell)",,"",1,"normal",5,10,,,
"Afternoon workout 💪","11 Oct 2025, 13:00","11 Oct 2025, 13:05","","Triceps Extension (Dumbbell)",,"",2,"normal",5,10,,,
"Afternoon workout 💪","11 Oct 2025, 13:00","11 Oct 2025, 13:05","","Kettlebell Halo",,"",0,"normal",12,10,,,
"Morning workout ☀️","11 Oct 2025, 12:32","11 Oct 2025, 12:35","","Farmers Walk",,"",0,"normal",36,,0.06,,
"Morning workout ☀️","11 Oct 2025, 12:26","11 Oct 2025, 12:27","","Kneeling Push Up",,"",0,"normal",,5,,,
"Morning workout ☀️","11 Oct 2025, 12:26","11 Oct 2025, 12:27","","Kneeling Push Up",,"",1,"normal",,5,,,
"Morning workout ☀️","11 Oct 2025, 12:21","11 Oct 2025, 12:25","","Kettlebell Shoulder Press",,"",0,"normal",16,6,,,
"Morning workout ☀️","11 Oct 2025, 12:21","11 Oct 2025, 12:25","","Kettlebell Shoulder Press",,"",1,"normal",16,6,,,
"Morning workout ☀️","11 Oct 2025, 12:21","11 Oct 2025, 12:25","","Gorilla Row (Kettlebell)",,"",0,"normal",16,5,,,
"Morning workout ☀️","11 Oct 2025, 12:21","11 Oct 2025, 12:25","","Gorilla Row (Kettlebell)",,"",1,"normal",16,5,,,
"Morning workout ☀️","11 Oct 2025, 12:21","11 Oct 2025, 12:25","","Kettlebell Curl",,"",0,"normal",12,10,,,
"Afternoon workout 💪","6 Oct 2025, 16:30","6 Oct 2025, 16:30","One arm press","Kettlebell Shoulder Press",,"",0,"normal",16,6,,,
"Afternoon workout 💪","6 Oct 2025, 16:17","6 Oct 2025, 16:17","","Kettlebell Goblet Squat",,"",0,"normal",16,7,,,
"Afternoon workout 💪","6 Oct 2025, 15:30","6 Oct 2025, 15:31","","Kettlebell Goblet Squat",,"",0,"warmup",16,5,,,
"Afternoon workout 💪","6 Oct 2025, 15:30","6 Oct 2025, 15:31","","Kettlebell Goblet Squat",,"",1,"normal",16,5,,,
