"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Squat benchmark","15 Dec 2025, 09:04","15 Dec 2025, 09:34","","Mountain Climber",,"",5,"normal",,24,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",0,"normal",20,8,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",1,"normal",24,8,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",2,"normal",28,5,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",3,"normal",32,5,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",4,"normal",40,5,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Gorilla Row (Kettlebell)",,"",5,"normal",48,6,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",0,"normal",20,2,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",1,"normal",20,4,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",2,"normal",20,6,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",3,"normal",20,8,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",4,"normal",20,10,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",5,"normal",20,12,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Kettlebell Swing",,"",6,"normal",20,14,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",0,"normal",,2,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",1,"normal",,4,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",2,"normal",,6,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",3,"normal",,8,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",4,"normal",,10,,,
"Max row testing","10 Dec 2025, 07:20","10 Dec 2025, 07:50","","Burpee",,"",5,"normal",,12,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Side Bend (Dumbbell)",,"",0,"normal",16,5,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Side Bend (Dumbbell)",,"",1,"normal",16,5,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Kettlebell Swing",,"",0,"normal",16,15,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Kettlebell Goblet Squat",,"",0,"normal",16,5,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Kettlebell Shoulder Press",,"",0,"normal",16,5,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Kettlebell Curl",,"",0,"normal",16,5,,,
"Bare minimum","9 Dec 2025, 23:28","9 Dec 2025, 23:33","","Gorilla Row (Kettlebell)",,"",0,"normal",16,10,,,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",0,"normal",,,,31,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",1,"normal",,,,35,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",2,"normal",,,,38,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",3,"normal",,,,28,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",4,"normal",,,,20,
"Jumping roping","8 Dec 2025, 16:39","8 Dec 2025, 16:44","","Jump Rope",,"",5,"normal",,,,31,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",0,"normal",12,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",1,"normal",14,6,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",2,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",3,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",4,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",5,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",6,"normal",14,3,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",7,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",8,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",9,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",10,"normal",14,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",11,"normal",14,3,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",12,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",13,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",14,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",15,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",16,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",17,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",18,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",19,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",20,"normal",16,1,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",21,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",22,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",23,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",24,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",25,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",26,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",27,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",28,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",29,"normal",16,2,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Shoulder Press",,"",30,"normal",16,1,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Swing",,"",0,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Swing",,"",1,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Swing",,"",2,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Swing",,"",3,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Clean",,"",0,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Clean",,"",1,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Clean",,"",2,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Clean",,"",3,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Curl",,"",0,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Curl",,"",1,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Curl",,"",2,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Curl",,"",3,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Goblet Squat",,"",0,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Goblet Squat",,"",1,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Goblet Squat",,"",2,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Kettlebell Goblet Squat",,"",3,"normal",16,5,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Burpee",,"",0,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Burpee",,"",1,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Burpee",,"",2,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Burpee",,"",3,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Sit Up",,"",0,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Sit Up",,"",1,"normal",,10,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Sit Up",,"",2,"normal",,7,,,
"Press rep accumulation","8 Dec 2025, 07:21","8 Dec 2025, 07:56","","Sit Up",,"",3,"normal",,10,,,
"Quickie","7 Dec 2025, 08:23","7 Dec 2025, 08:26","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
"Quickie","7 Dec 2025, 08:23","7 Dec 2025, 08:26","","Kettlebell Swing",,"",0,"normal",16,20,,,
"Quickie","7 Dec 2025, 08:23","7 Dec 2025, 08:26","","Kettlebell Swing",,"",1,"normal",16,10,,,
"Jump rope and squat","6 Dec 2025, 09:28","6 Dec 2025, 09:34","","Jump Rope",,"",0,"normal",,,,32,
"Jump rope and squat","6 Dec 2025, 09:28","6 Dec 2025, 09:34","","Jump Rope",,"",1,"normal",,,,40,
"Jump rope and squat","6 Dec 2025, 09:28","6 Dec 2025, 09:34","","Jump Rope",,"",2,"normal",,,,19,
"Jump rope and squat","6 Dec 2025, 09:28","6 Dec 2025, 09:34","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Glute Bridge",,"",0,"normal",,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Glute Bridge",,"",1,"normal",,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Glute Bridge",,"",2,"normal",,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",0,"normal",14,8,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",1,"normal",14,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",2,"normal",16,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",3,"normal",28,10,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",4,"normal",32,5,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",5,"normal",40,3,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",6,"normal",40,4,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",7,"normal",32,5,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",8,"normal",40,3,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",9,"normal",48,4,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",10,"normal",32,5,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",11,"normal",40,3,,,
"Squat","5 Dec 2025, 10:06","5 Dec 2025, 10:31","","Kettlebell Goblet Squat",,"",12,"normal",48,2,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",0,"normal",16,20,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",1,"normal",16,15,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",2,"normal",16,15,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",3,"normal",16,15,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",4,"normal",16,15,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Swing",,"",5,"normal",16,20,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",0,"normal",,5,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",1,"normal",,3,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",2,"normal",,3,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",3,"normal",,3,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",4,"normal",,3,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kneeling Push Up",,"",5,"normal",,5,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Curl",,"",0,"normal",16,10,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Curl",,"",1,"normal",16,10,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Curl",,"",2,"normal",16,10,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Curl",,"",3,"normal",16,10,,,
"Swinging in the rain","4 Dec 2025, 08:22","4 Dec 2025, 08:43","","Kettlebell Curl",,"",4,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Goblet Squat",,"",1,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Goblet Squat",,"",2,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Goblet Squat",,"",3,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Goblet Squat",,"",4,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Shoulder Press",,"",0,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Shoulder Press",,"",1,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Clean",,"",0,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Clean",,"",1,"normal",16,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",0,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",1,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",2,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",3,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",4,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",5,"normal",20,5,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",6,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Swing",,"",7,"normal",20,10,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Curl",,"",0,"normal",20,5,,,
"Iron cardio + squats + swings + curl","3 Dec 2025, 06:42","3 Dec 2025, 07:04","","Kettlebell Curl",,"",1,"normal",20,6,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Clean",,"",0,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Clean",,"",1,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Shoulder Press",,"",0,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Shoulder Press",,"",1,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Goblet Squat",,"",0,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Goblet Squat",,"",1,"normal",16,8,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Curl",,"",0,"normal",16,10,,,
"Iron cardio + curl","2 Dec 2025, 09:36","2 Dec 2025, 09:46","","Kettlebell Curl",,"",1,"normal",16,10,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",0,"normal",12,12,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",1,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",2,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",3,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",4,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",5,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",6,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",7,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",8,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",9,"normal",14,8,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",10,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",11,"normal",14,6,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Shoulder Press",,"",12,"normal",16,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",0,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",1,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",2,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",3,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",4,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",5,"normal",12,5,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",6,"normal",12,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",7,"normal",12,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",8,"normal",12,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",9,"normal",12,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Kettlebell Clean",,"",10,"normal",12,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",0,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",1,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",2,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",3,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",4,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",5,"normal",12,4,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",6,"normal",12,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",7,"normal",12,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",8,"normal",12,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",9,"normal",12,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Thruster (Kettlebell)",,"",10,"normal",12,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",0,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",1,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",2,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",3,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",4,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",5,"normal",,3,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",6,"normal",,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",7,"normal",,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",8,"normal",,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",9,"normal",,2,,,
"Press rep accumulation","1 Dec 2025, 07:31","1 Dec 2025, 08:02","","Burpee",,"",10,"normal",,2,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Clean",,"",0,"normal",16,7,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Clean",,"",1,"normal",16,7,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Shoulder Press",,"",0,"normal",16,7,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Shoulder Press",,"",1,"normal",16,7,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Goblet Squat",,"",0,"normal",16,7,,,
"Iron cardio base","30 Nov 2025, 20:02","30 Nov 2025, 20:10","","Kettlebell Goblet Squat",,"",1,"normal",16,7,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",1,"normal",16,10,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",2,"normal",16,10,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",3,"normal",16,10,,,
